uni_name,foundation_year,type,city,region,year
YÜZÜNCÜ YIL ÜNİVERSİTESİ,20.07.1982,DEVLET,Van,DOĞU ANADOLU,2014
ZİRVE ÜNİVERSİTESİ,28.02.2009,VAKIF,Gaziantep,GÜNEYDOĞU ANADOLU,2014
ABANT İZZET BAYSAL ÜNİVERSİTESİ,11.07.1992,DEVLET,Bolu,KARADENİZ,2013
ABDULLAH GÜL ÜNİVERSİTESİ,21.07.2010,DEVLET,Kayseri,İÇ ANADOLU,2013
ACIBADEM ÜNİVERSİTESİ,18.05.2007,VAKIF,İstanbul,MARMARA,2013
ADANA BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,14.04.2011,DEVLET,Adana,AKDENİZ,2013
ADIGÜZEL MESLEK YÜKSEKOKULU,08.09.2012,VAKIF MYO,İstanbul,MARMARA,2013
ADIYAMAN ÜNİVERSİTESİ,17.03.2006,DEVLET,Adıyaman,GÜNEYDOĞU ANADOLU,2013
ADNAN MENDERES ÜNİVERSİTESİ,11.07.1992,DEVLET,Aydın,EGE,2013
AFYON KOCATEPE ÜNİVERSİTESİ,11.07.1992,DEVLET,Afyonkarahisar,EGE,2013
AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ,29.05.2007,DEVLET,Ağrı,DOĞU ANADOLU,2013
AHİ EVRAN ÜNİVERSİTESİ,17.03.2006,DEVLET,Kırşehir,İÇ ANADOLU,2013
AKDENİZ ÜNİVERSİTESİ,20.07.1982,DEVLET,Antalya,AKDENİZ,2013
AKSARAY ÜNİVERSİTESİ,17.03.2006,DEVLET,Aksaray,İÇ ANADOLU,2013
ALANYA HAMDULLAH EMİN PAŞA ÜNİVERSİTESİ,03.03.2011,VAKIF,Antalya,AKDENİZ,2013
AMASYA ÜNİVERSİTESİ,17.03.2006,DEVLET,Amasya,KARADENİZ,2013
ANADOLU ÜNİVERSİTESİ,30.11.1973,DEVLET,Eskişehir,İÇ ANADOLU,2013
ANKA TEKNOLOJİ ÜNİVERSİTESİ,18.06.2013,VAKIF,Ankara,İÇ ANADOLU,2013
ANKARA SOSYAL BİLİMLER ÜNİVERSİTESİ,31.01.2013,DEVLET,Ankara,İÇ ANADOLU,2013
ANKARA ÜNİVERSİTESİ,13.06.1946,DEVLET,Ankara,İÇ ANADOLU,2013
ARDAHAN ÜNİVERSİTESİ,22.05.2008,DEVLET,Ardahan,DOĞU ANADOLU,2013
ARTVİN ÇORUH ÜNİVERSİTESİ,29.05.2007,DEVLET,Artvin,KARADENİZ,2013
ATATÜRK ÜNİVERSİTESİ,31.05.1957,DEVLET,Erzurum,DOĞU ANADOLU,2013
ATILIM ÜNİVERSİTESİ,15.07.1997,VAKIF,Ankara,İÇ ANADOLU,2013
AVRASYA ÜNİVERSİTESİ,10.12.2010,VAKIF,Trabzon,KARADENİZ,2013
AVRUPA MESLEK YÜKSEKOKULU,05.09.2009,VAKIF MYO,Kocaeli,MARMARA,2013
BAHÇEŞEHİR ÜNİVERSİTESİ,18.01.1998,VAKIF,İstanbul,MARMARA,2013
BALIKESİR ÜNİVERSİTESİ,11.07.1992,DEVLET,Balıkesir,MARMARA,2013
BARTIN ÜNİVERSİTESİ,22.05.2008,DEVLET,Bartın,KARADENİZ,2013
BAŞKENT ÜNİVERSİTESİ,15.01.1994,VAKIF,Ankara,İÇ ANADOLU,2013
BATMAN ÜNİVERSİTESİ,29.05.2007,DEVLET,Batman,GÜNEYDOĞU ANADOLU,2013
BAYBURT ÜNİVERSİTESİ,22.05.2008,DEVLET,Bayburt,KARADENİZ,2013
BEYKENT ÜNİVERSİTESİ,15.07.1997,VAKIF,İstanbul,MARMARA,2013
BEYKOZ LOJİSTİK MESLEK YÜKSEKOKULU,06.08.2008,VAKIF MYO,İstanbul,MARMARA,2013
BEZM-İ ÂLEM VAKIF ÜNİVERSİTESİ,24.04.2010,VAKIF,İstanbul,MARMARA,2013
BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ,29.05.2007,DEVLET,Bilecik,MARMARA,2013
BİNGÖL ÜNİVERSİTESİ,29.05.2007,DEVLET,Bingöl,DOĞU ANADOLU,2013
BİTLİS EREN ÜNİVERSİTESİ,29.05.2007,DEVLET,Bitlis,DOĞU ANADOLU,2013
BOĞAZİÇİ ÜNİVERSİTESİ,12.09.1971,DEVLET,İstanbul,MARMARA,2013
BOZOK ÜNİVERSİTESİ,17.03.2006,DEVLET,Yozgat,İÇ ANADOLU,2013
BURSA ORHANGAZİ ÜNİVERSİTESİ,03.03.2011,VAKIF,Bursa,MARMARA,2013
BURSA TEKNİK ÜNİVERSİTESİ,21.07.2010,DEVLET,Bursa,MARMARA,2013
BÜLENT ECEVİT ÜNİVERSİTESİ,11.07.1992,DEVLET,Zonguldak,KARADENİZ,2013
CANİK BAŞARI ÜNİVERSİTESİ,24.04.2010,VAKIF,Samsun,KARADENİZ,2013
CELÂL BAYAR ÜNİVERSİTESİ,11.07.1992,DEVLET,Manisa,EGE,2013
CUMHURİYET ÜNİVERSİTESİ,09.02.1974,DEVLET,Sivas,İÇ ANADOLU,2013
ÇAĞ ÜNİVERSİTESİ,15.07.1997,VAKIF,Mersin,AKDENİZ,2013
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,11.07.1992,DEVLET,Çanakkale,MARMARA,2013
ÇANKAYA ÜNİVERSİTESİ,15.07.1997,VAKIF,Ankara,İÇ ANADOLU,2013
ÇANKIRI KARATEKİN ÜNİVERSİTESİ,29.05.2007,DEVLET,Çankırı,İÇ ANADOLU,2013
ÇUKUROVA ÜNİVERSİTESİ,30.11.1973,DEVLET,Adana,AKDENİZ,2013
DİCLE ÜNİVERSİTESİ,30.11.1973,DEVLET,Diyarbakır,GÜNEYDOĞU ANADOLU,2013
DOĞUŞ ÜNİVERSİTESİ,15.07.1997,VAKIF,İstanbul,MARMARA,2013
DOKUZ EYLÜL ÜNİVERSİTESİ,20.07.1982,DEVLET,İzmir,EGE,2013
DUMLUPINAR ÜNİVERSİTESİ,11.07.1992,DEVLET,Kütahya,EGE,2013
DÜZCE ÜNİVERSİTESİ,17.03.2006,DEVLET,Düzce,KARADENİZ,2013
EGE ÜNİVERSİTESİ,01.01.1955,DEVLET,İzmir,EGE,2013
ERCİYES ÜNİVERSİTESİ,20.07.1982,DEVLET,Kayseri,İÇ ANADOLU,2013
ERZİNCAN ÜNİVERSİTESİ,17.03.2006,DEVLET,Erzincan,DOĞU ANADOLU,2013
ERZURUM TEKNİK ÜNİVERSİTESİ,21.07.2010,DEVLET,Erzurum,DOĞU ANADOLU,2013
ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ,18.08.1993,DEVLET,Eskişehir,İÇ ANADOLU,2013
FARUK SARAÇ TASARIM MESLEK YÜKSEKOKULU,06.03.2010,VAKIF MYO,Bursa,MARMARA,2013
FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,24.04.2010,VAKIF,İstanbul,MARMARA,2013
FATİH ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,2013
FIRAT ÜNİVERSİTESİ,11.04.1975,DEVLET,Elazığ,DOĞU ANADOLU,2013
GALATASARAY ÜNİVERSİTESİ,06.06.1994,DEVLET,İstanbul,MARMARA,2013
GAZİ ÜNİVERSİTESİ,20.07.1982,DEVLET,Ankara,İÇ ANADOLU,2013
GAZİANTEP ÜNİVERSİTESİ,27.06.1987,DEVLET,Gaziantep,GÜNEYDOĞU ANADOLU,2013
GAZİOSMANPAŞA ÜNİVERSİTESİ,11.07.1992,DEVLET,Tokat,KARADENİZ,2013
GEBZE YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,11.07.1992,DEVLET,Kocaeli,MARMARA,2013
GEDİK ÜNİVERSİTESİ,03.03.2011,VAKIF,İstanbul,MARMARA,2013
GEDİZ ÜNİVERSİTESİ,31.07.2008,VAKIF,İzmir,EGE,2013
GİRESUN ÜNİVERSİTESİ,17.03.2006,DEVLET,Giresun,KARADENİZ,2013
GÜMÜŞHANE ÜNİVERSİTESİ,22.05.2008,DEVLET,Gümüşhane,KARADENİZ,2013
HACETTEPE ÜNİVERSİTESİ,08.07.1967,DEVLET,Ankara,İÇ ANADOLU,2013
HAKKARİ ÜNİVERSİTESİ,31.05.2008,DEVLET,Hakkari,DOĞU ANADOLU,2013
HALİÇ ÜNİVERSİTESİ,18.01.1998,VAKIF,İstanbul,MARMARA,2013
HARRAN ÜNİVERSİTESİ,11.07.1992,DEVLET,Şanlıurfa,GÜNEYDOĞU ANADOLU,2013
HASAN KALYONCU ÜNİVERSİTESİ,31.07.2008,VAKIF,Gaziantep,GÜNEYDOĞU ANADOLU,2013
HİTİT ÜNİVERSİTESİ,17.03.2006,DEVLET,Çorum,KARADENİZ,2013
IĞDIR ÜNİVERSİTESİ,22.05.2008,DEVLET,Iğdır,DOĞU ANADOLU,2013
IŞIK ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,2013
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,22.05.1985,VAKIF,Ankara,İÇ ANADOLU,2013
İNÖNÜ ÜNİVERSİTESİ,03.04.1975,DEVLET,Malatya,DOĞU ANADOLU,2013
İPEK ÜNİVERSİTESİ,18.06.2011,VAKIF,Ankara,İÇ ANADOLU,2013
İSTANBUL AREL ÜNİVERSİTESİ,18.05.2007,VAKIF,İstanbul,MARMARA,2013
İSTANBUL AYDIN ÜNİVERSİTESİ,18.05.2007,VAKIF,İstanbul,MARMARA,2013
İSTANBUL BİLGİ ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,2013
İSTANBUL BİLİM ÜNİVERSİTESİ,28.03.2006,VAKIF,İstanbul,MARMARA,2013
İSTANBUL ESENYURT ÜNİVERSİTESİ,18.06.2013,VAKIF,İstanbul,MARMARA,2013
İSTANBUL GELİŞİM ÜNİVERSİTESİ,03.03.2011,VAKIF,İstanbul,MARMARA,2013
İSTANBUL KAVRAM MESLEK YÜKSEKOKULU,12.07.2008,VAKIF MYO,İstanbul,MARMARA,2013
İSTANBUL KEMERBURGAZ ÜNİVERSİTESİ,22.05.2008,VAKIF,İstanbul,MARMARA,2013
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,15.07.1997,VAKIF,İstanbul,MARMARA,2013
İSTANBUL MEDENİYET ÜNİVERSİTESİ,21.07.2010,DEVLET,İstanbul,MARMARA,2013
İSTANBUL MEDİPOL ÜNİVERSİTESİ,07.07.2009,VAKIF,İstanbul,MARMARA,2013
İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,24.04.2010,VAKIF,İstanbul,MARMARA,2013
İSTANBUL SAĞLIK VE SOSYAL BİLİMLER MESLEK YÜKSEKOKULU,06.03.2010,VAKIF MYO,İstanbul,MARMARA,2013
İSTANBUL ŞEHİR ÜNİVERSİTESİ,22.05.2008,VAKIF,İstanbul,MARMARA,2013
İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU,18.05.2012,VAKIF MYO,İstanbul,MARMARA,2013
İSTANBUL TEKNİK ÜNİVERSİTESİ,01.01.1944,DEVLET,İstanbul,MARMARA,2013
İSTANBUL TİCARET ÜNİVERSİTESİ,14.04.2001,VAKIF,İstanbul,MARMARA,2013
İSTANBUL ÜNİVERSİTESİ,18.11.1933,DEVLET,İstanbul,MARMARA,2013
İSTANBUL 29 MAYIS ÜNİVERSİTESİ,24.04.2010,VAKIF,İstanbul,MARMARA,2013
İZMİR EKONOMİ ÜNİVERSİTESİ,14.04.2001,VAKIF,İzmir,EGE,2013
İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ,21.07.2010,DEVLET,İzmir,EGE,2013
İZMİR ÜNİVERSİTESİ,18.05.2007,VAKIF,İzmir,EGE,2013
İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,11.07.1992,DEVLET,İzmir,EGE,2013
KADİR HAS ÜNİVERSİTESİ,30.05.1997,VAKIF,İstanbul,MARMARA,2013
KAFKAS ÜNİVERSİTESİ,11.07.1992,DEVLET,Kars,DOĞU ANADOLU,2013
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ,11.07.1992,DEVLET,Kahramanmaraş,AKDENİZ,2013
KANUNİ ÜNİVERSİTESİ,18.06.2013,VAKIF,Adana,AKDENİZ,2013
KAPADOKYA MESLEK YÜKSEKOKULU,16.09.2005,VAKIF MYO,Nevşehir,İÇ ANADOLU,2013
KARABÜK ÜNİVERSİTESİ,29.05.2007,DEVLET,Karabük,KARADENİZ,2013
KARADENİZ TEKNİK ÜNİVERSİTESİ,20.05.1955,DEVLET,Trabzon,KARADENİZ,2013
KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ,29.05.2007,DEVLET,Karaman,İÇ ANADOLU,2013
KASTAMONU ÜNİVERSİTESİ,17.03.2006,DEVLET,Kastamonu,KARADENİZ,2013
KIRIKKALE ÜNİVERSİTESİ,11.07.1992,DEVLET,Kırıkkale,İÇ ANADOLU,2013
KIRKLARELİ ÜNİVERSİTESİ,29.05.2007,DEVLET,Kırklareli,MARMARA,2013
KİLİS 7 ARALIK ÜNİVERSİTESİ,29.05.2007,DEVLET,Kilis,GÜNEYDOĞU ANADOLU,2013
KOCAELİ ÜNİVERSİTESİ,11.07.1992,DEVLET,Kocaeli,MARMARA,2013
KOÇ ÜNİVERSİTESİ,07.03.1992,VAKIF,İstanbul,MARMARA,2013
KONYA GIDA VE TARIM ÜNİVERSİTESİ,18.06.2013,VAKIF,Konya,İÇ ANADOLU,2013
KTO KARATAY ÜNİVERSİTESİ,07.07.2009,VAKIF,Konya,İÇ ANADOLU,2013
MALTEPE ÜNİVERSİTESİ,15.07.1997,VAKIF,İstanbul,MARMARA,2013
MARDİN ARTUKLU ÜNİVERSİTESİ,29.05.2007,DEVLET,Mardin,GÜNEYDOĞU ANADOLU,2013
MARMARA ÜNİVERSİTESİ,20.07.1982,DEVLET,İstanbul,MARMARA,2013
MEF ÜNİVERSİTESİ,27.04.2012,VAKIF,İstanbul,MARMARA,2013
MEHMET AKİF ERSOY ÜNİVERSİTESİ,17.03.2006,DEVLET,Burdur,AKDENİZ,2013
MELİKŞAH ÜNİVERSİTESİ,31.07.2008,VAKIF,Kayseri,İÇ ANADOLU,2013
MERSİN ÜNİVERSİTESİ,11.07.1992,DEVLET,Mersin,AKDENİZ,2013
MEVLANA ÜNİVERSİTESİ,07.07.2009,VAKIF,Konya,İÇ ANADOLU,2013
MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ,20.07.1982,DEVLET,İstanbul,MARMARA,2013
MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ,11.07.1992,DEVLET,Muğla,EGE,2013
MURAT HÜDAVENDİGAR ÜNİVERSİTESİ,31.05.2012,VAKIF,İstanbul,MARMARA,2013
MUSTAFA KEMAL ÜNİVERSİTESİ,11.07.1992,DEVLET,Hatay,AKDENİZ,2013
MUŞ ALPARSLAN ÜNİVERSİTESİ,29.05.2007,DEVLET,Muş,DOĞU ANADOLU,2013
NAMIK KEMAL ÜNİVERSİTESİ,17.03.2006,DEVLET,Tekirdağ,MARMARA,2013
NECMETTİN ERBAKAN ÜNİVERSİTESİ,11.04.2012,DEVLET,Konya,İÇ ANADOLU,2013
NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ,29.05.2007,DEVLET,Nevşehir,İÇ ANADOLU,2013
NİĞDE ÜNİVERSİTESİ,11.07.1992,DEVLET,Niğde,İÇ ANADOLU,2013
NİŞANTAŞI ÜNİVERSİTESİ,17.09.2009,VAKIF,İstanbul,MARMARA,2013
NUH NACİ YAZGAN ÜNİVERSİTESİ,07.07.2009,VAKIF,Kayseri,İÇ ANADOLU,2013
OKAN ÜNİVERSİTESİ,18.12.1999,VAKIF,İstanbul,MARMARA,2013
ONDOKUZ MAYIS ÜNİVERSİTESİ,11.04.1975,DEVLET,Samsun,KARADENİZ,2013
ORDU ÜNİVERSİTESİ,17.03.2006,DEVLET,Ordu,KARADENİZ,2013
ORTA DOĞU TEKNİK ÜNİVERSİTESİ,15.11.1956,DEVLET,Ankara,İÇ ANADOLU,2013
OSMANİYE KORKUT ATA ÜNİVERSİTESİ,29.05.2007,DEVLET,Osmaniye,AKDENİZ,2013
ÖZYEĞİN ÜNİVERSİTESİ,18.05.2007,VAKIF,İstanbul,MARMARA,2013
PAMUKKALE ÜNİVERSİTESİ,11.07.1992,DEVLET,Denizli,EGE,2013
PİRİ REİS ÜNİVERSİTESİ,30.01.2008,VAKIF,İstanbul,MARMARA,2013
PLATO MESLEK YÜKSEKOKULU,01.01.2009,VAKIF MYO,İstanbul,MARMARA,2013
RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ,17.03.2006,DEVLET,Rize,KARADENİZ,2013
SABANCI ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,2013
SAKARYA ÜNİVERSİTESİ,11.07.1992,DEVLET,Sakarya,MARMARA,2013
SANKO ÜNİVERSİTESİ,18.06.2013,VAKIF,Gaziantep,GÜNEYDOĞU ANADOLU,2013
SELAHADDİN EYYUBİ ÜNİVERSİTESİ,16.02.2013,VAKIF,Diyarbakır,GÜNEYDOĞU ANADOLU,2013
SELÇUK ÜNİVERSİTESİ,11.04.1975,DEVLET,Konya,İÇ ANADOLU,2013
SİİRT ÜNİVERSİTESİ,29.05.2007,DEVLET,Siirt,GÜNEYDOĞU ANADOLU,2013
SİNOP ÜNİVERSİTESİ,29.05.2007,DEVLET,Sinop,KARADENİZ,2013
SÜLEYMAN DEMİREL ÜNİVERSİTESİ,11.07.1992,DEVLET,Isparta,AKDENİZ,2013
SÜLEYMAN ŞAH ÜNİVERSİTESİ,24.04.2010,VAKIF,İstanbul,MARMARA,2013
ŞIRNAK ÜNİVERSİTESİ,22.05.2008,DEVLET,Şırnak,GÜNEYDOĞU ANADOLU,2013
ŞİFA ÜNİVERSİTESİ,10.12.2010,VAKIF,İzmir,EGE,2013
TED ÜNİVERSİTESİ,07.07.2009,VAKIF,Ankara,İÇ ANADOLU,2013
TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ,01.07.2003,VAKIF,Ankara,İÇ ANADOLU,2013
TOROS ÜNİVERSİTESİ,07.07.2009,VAKIF,Mersin,AKDENİZ,2013
TRAKYA ÜNİVERSİTESİ,20.07.1982,DEVLET,Edirne,MARMARA,2013
TUNCELİ ÜNİVERSİTESİ,22.05.2008,DEVLET,Tunceli,DOĞU ANADOLU,2013
TURGUT ÖZAL ÜNİVERSİTESİ,07.07.2009,VAKIF,Ankara,İÇ ANADOLU,2013
TÜRK HAVA KURUMU ÜNİVERSİTESİ,03.03.2011,VAKIF,Ankara,İÇ ANADOLU,2013
TÜRK-ALMAN ÜNİVERSİTESİ,07.11.2010,DEVLET,İstanbul,MARMARA,2013
UFUK ÜNİVERSİTESİ,18.12.1999,VAKIF,Ankara,İÇ ANADOLU,2013
ULUDAĞ ÜNİVERSİTESİ,11.04.1975,DEVLET,Bursa,MARMARA,2013
ULUSLARARASI ANTALYA ÜNİVERSİTESİ,21.07.2010,VAKIF,Antalya,AKDENİZ,2013
UŞAK ÜNİVERSİTESİ,17.03.2006,DEVLET,Uşak,EGE,2013
ÜSKÜDAR ÜNİVERSİTESİ,03.03.2011,VAKIF,İstanbul,MARMARA,2013
YALOVA ÜNİVERSİTESİ,22.05.2008,DEVLET,Yalova,MARMARA,2013
YAŞAR ÜNİVERSİTESİ,14.04.2001,VAKIF,İzmir,EGE,2013
YEDİTEPE ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,2013
YENİ YÜZYIL ÜNİVERSİTESİ,28.02.2009,VAKIF,İstanbul,MARMARA,2013
YILDIRIM BEYAZIT ÜNİVERSİTESİ,21.07.2010,DEVLET,Ankara,İÇ ANADOLU,2013
YILDIZ TEKNİK ÜNİVERSİTESİ,20.07.1982,DEVLET,İstanbul,MARMARA,2013
YÜKSEK İHTİSAS ÜNİVERSİTESİ,02.08.2013,VAKIF,Ankara,İÇ ANADOLU,2013
YÜZÜNCÜ YIL ÜNİVERSİTESİ,20.07.1982,DEVLET,Van,DOĞU ANADOLU,2013
ZİRVE ÜNİVERSİTESİ,28.02.2009,VAKIF,Gaziantep,GÜNEYDOĞU ANADOLU,2013
ABANT İZZET BAYSAL ÜNİVERSİTESİ,11.07.1992,DEVLET,Bolu,KARADENİZ,2012
ABDULLAH GÜL ÜNİVERSİTESİ,21.07.2010,DEVLET,Kayseri,İÇ ANADOLU,2012
ACIBADEM ÜNİVERSİTESİ,18.05.2007,VAKIF,İstanbul,MARMARA,2012
ADANA BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,14.04.2011,DEVLET,Adana,AKDENİZ,2012
ADIGÜZEL MESLEK YÜKSEKOKULU,08.09.2012,VAKIF MYO,İstanbul,MARMARA,2012
ADIYAMAN ÜNİVERSİTESİ,17.03.2006,DEVLET,Adıyaman,GÜNEYDOĞU ANADOLU,2012
ADNAN MENDERES ÜNİVERSİTESİ,11.07.1992,DEVLET,Aydın,EGE,2012
AFYON KOCATEPE ÜNİVERSİTESİ,11.07.1992,DEVLET,Afyonkarahisar,EGE,2012
AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ,29.05.2007,DEVLET,Ağrı,DOĞU ANADOLU,2012
AHİ EVRAN ÜNİVERSİTESİ,17.03.2006,DEVLET,Kırşehir,İÇ ANADOLU,2012
AKDENİZ ÜNİVERSİTESİ,20.07.1982,DEVLET,Antalya,AKDENİZ,2012
AKSARAY ÜNİVERSİTESİ,17.03.2006,DEVLET,Aksaray,İÇ ANADOLU,2012
ALANYA HAMDULLAH EMİN PAŞA ÜNİVERSİTESİ,03.03.2011,VAKIF,Antalya,AKDENİZ,2012
AMASYA ÜNİVERSİTESİ,17.03.2006,DEVLET,Amasya,KARADENİZ,2012
ANADOLU ÜNİVERSİTESİ,30.11.1973,DEVLET,Eskişehir,İÇ ANADOLU,2012
ANKARA BİLGE ÜNİVERSİTESİ,03.03.2011,VAKIF,Ankara,İÇ ANADOLU,2012
ANKARA ÜNİVERSİTESİ,13.06.1946,DEVLET,Ankara,İÇ ANADOLU,2012
ARDAHAN ÜNİVERSİTESİ,22.05.2008,DEVLET,Ardahan,DOĞU ANADOLU,2012
ARTVİN ÇORUH ÜNİVERSİTESİ,29.05.2007,DEVLET,Artvin,KARADENİZ,2012
ATATÜRK ÜNİVERSİTESİ,31.05.1957,DEVLET,Erzurum,DOĞU ANADOLU,2012
ATILIM ÜNİVERSİTESİ,15.07.1997,VAKIF,Ankara,İÇ ANADOLU,2012
AVRASYA ÜNİVERSİTESİ,10.12.2010,VAKIF,Trabzon,KARADENİZ,2012
AVRUPA MESLEK YÜKSEKOKULU,05.09.2009,VAKIF MYO,Kocaeli,MARMARA,2012
BAHÇEŞEHİR ÜNİVERSİTESİ,18.01.1998,VAKIF,İstanbul,MARMARA,2012
BALIKESİR ÜNİVERSİTESİ,11.07.1992,DEVLET,Balıkesir,MARMARA,2012
BARTIN ÜNİVERSİTESİ,22.05.2008,DEVLET,Bartın,KARADENİZ,2012
BAŞKENT ÜNİVERSİTESİ,15.01.1994,VAKIF,Ankara,İÇ ANADOLU,2012
BATMAN ÜNİVERSİTESİ,29.05.2007,DEVLET,Batman,GÜNEYDOĞU ANADOLU,2012
BAYBURT ÜNİVERSİTESİ,22.05.2008,DEVLET,Bayburt,KARADENİZ,2012
BEYKENT ÜNİVERSİTESİ,15.07.1997,VAKIF,İstanbul,MARMARA,2012
BEYKOZ LOJİSTİK MESLEK YÜKSEKOKULU,06.08.2008,VAKIF MYO,İstanbul,MARMARA,2012
BEZM-İ ÂLEM VAKIF ÜNİVERSİTESİ,24.04.2010,VAKIF,İstanbul,MARMARA,2012
BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ,29.05.2007,DEVLET,Bilecik,MARMARA,2012
BİNGÖL ÜNİVERSİTESİ,29.05.2007,DEVLET,Bingöl,DOĞU ANADOLU,2012
BİTLİS EREN ÜNİVERSİTESİ,29.05.2007,DEVLET,Bitlis,DOĞU ANADOLU,2012
BOĞAZİÇİ ÜNİVERSİTESİ,12.09.1971,DEVLET,İstanbul,MARMARA,2012
BOZOK ÜNİVERSİTESİ,17.03.2006,DEVLET,Yozgat,İÇ ANADOLU,2012
BURSA ORHANGAZİ ÜNİVERSİTESİ,03.03.2011,VAKIF,Bursa,MARMARA,2012
BURSA TEKNİK ÜNİVERSİTESİ,21.07.2010,DEVLET,Bursa,MARMARA,2012
BÜLENT ECEVİT ÜNİVERSİTESİ,11.07.1992,DEVLET,Zonguldak,KARADENİZ,2012
CANİK BAŞARI ÜNİVERSİTESİ,24.04.2010,VAKIF,Samsun,KARADENİZ,2012
CELÂL BAYAR ÜNİVERSİTESİ,11.07.1992,DEVLET,Manisa,EGE,2012
CUMHURİYET ÜNİVERSİTESİ,09.02.1974,DEVLET,Sivas,İÇ ANADOLU,2012
ÇAĞ ÜNİVERSİTESİ,15.07.1997,VAKIF,Mersin,AKDENİZ,2012
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,11.07.1992,DEVLET,Çanakkale,MARMARA,2012
ÇANKAYA ÜNİVERSİTESİ,15.07.1997,VAKIF,Ankara,İÇ ANADOLU,2012
ÇANKIRI KARATEKİN ÜNİVERSİTESİ,29.05.2007,DEVLET,Çankırı,İÇ ANADOLU,2012
ÇUKUROVA ÜNİVERSİTESİ,30.11.1973,DEVLET,Adana,AKDENİZ,2012
DİCLE ÜNİVERSİTESİ,30.11.1973,DEVLET,Diyarbakır,GÜNEYDOĞU ANADOLU,2012
DOĞUŞ ÜNİVERSİTESİ,15.07.1997,VAKIF,İstanbul,MARMARA,2012
DOKUZ EYLÜL ÜNİVERSİTESİ,20.07.1982,DEVLET,İzmir,EGE,2012
DUMLUPINAR ÜNİVERSİTESİ,11.07.1992,DEVLET,Kütahya,EGE,2012
DÜZCE ÜNİVERSİTESİ,17.03.2006,DEVLET,Düzce,KARADENİZ,2012
EGE ÜNİVERSİTESİ,01.01.1955,DEVLET,İzmir,EGE,2012
ERCİYES ÜNİVERSİTESİ,20.07.1982,DEVLET,Kayseri,İÇ ANADOLU,2012
ERZİNCAN ÜNİVERSİTESİ,17.03.2006,DEVLET,Erzincan,DOĞU ANADOLU,2012
ERZURUM TEKNİK ÜNİVERSİTESİ,21.07.2010,DEVLET,Erzurum,DOĞU ANADOLU,2012
ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ,18.08.1993,DEVLET,Eskişehir,İÇ ANADOLU,2012
FARUK SARAÇ TASARIM MESLEK YÜKSEKOKULU,06.03.2010,VAKIF MYO,Bursa,MARMARA,2012
FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,24.04.2010,VAKIF,İstanbul,MARMARA,2012
FATİH ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,2012
FIRAT ÜNİVERSİTESİ,11.04.1975,DEVLET,Elazığ,DOĞU ANADOLU,2012
GALATASARAY ÜNİVERSİTESİ,06.06.1994,DEVLET,İstanbul,MARMARA,2012
GAZİ ÜNİVERSİTESİ,20.07.1982,DEVLET,Ankara,İÇ ANADOLU,2012
GAZİANTEP ÜNİVERSİTESİ,27.06.1987,DEVLET,Gaziantep,GÜNEYDOĞU ANADOLU,2012
GAZİOSMANPAŞA ÜNİVERSİTESİ,11.07.1992,DEVLET,Tokat,KARADENİZ,2012
GEBZE YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,11.07.1992,DEVLET,Kocaeli,MARMARA,2012
GEDİK ÜNİVERSİTESİ,03.03.2011,VAKIF,İstanbul,MARMARA,2012
